Unnamed: 0,CID,OdorName,CAS,CanonicalSMILES,MolecularWeight,Odor dilution,EDIBLE,BAKERY,SWEET,FRUIT,FISH,GARLIC,SPICES,COLD,SOUR,BURNT,ACID,WARM,MUSKY,SWEATY,AMMONIA/URINOUS,DECAYED,WOOD,GRASS,FLOWER,CHEMICAL,HOW STRONG IS THE SMELL?,HOW PLEASANT IS THE SMELL?,HOW FAMILIAR IS THE SMELL?
255,62900,Whiskey lactone,39212-23-2,CCCCC1C(CC(=O)O1)C,156.22,"1/100,000",31.23809523809524,35.111111111111114,35.535714285714285,33.55555555555556,14.5,15.0,20.272727272727277,19.714285714285715,20.285714285714285,6.75,22.33333333333333,18.2,25.83333333333333,19.0,3.0,13.5,22.142857142857142,17.0,18.666666666666668,28.428571428571427,51.84444444444444,60.2,50.644444444444446
256,62902,Ethyl 2-methylpentanoate,39255-32-8,CCCC(C)C(=O)OCC,144.21,"1/1,000",34.82142857142857,21.25,44.175257731958766,40.82857142857143,2.0,1.0,3.0,24.63636363636364,31.40909090909091,5.0,24.272727272727277,22.956521739130437,8.333333333333334,2.5,5.0,23.5,4.0,29.25,29.0,30.846153846153847,60.12037037037037,74.51851851851852,63.46296296296296
256,62902,Ethyl 2-methylpentanoate,39255-32-8,CCCC(C)C(=O)OCC,144.21,"1/100,000",41.35135135135136,30.75,37.42168674698795,38.42857142857143,4.5,22.5,17.555555555555557,17.9,22.61111111111111,8.0,22.0,21.9375,20.65,11.88888888888889,2.0,23.0,8.857142857142858,26.76923076923077,31.894736842105264,22.46153846153846,49.93069306930693,64.9009900990099,51.3960396039604
257,98330,"2,5-Dihydroxy-1,4-dithiane",40018-26-6,C1C(SCC(S1)O)O,152.2,"1/1,000",25.46153846153846,17.5,4.666666666666667,3.5,28.5,23.0,24.55555555555556,18.6,24.61111111111111,36.66666666666666,37.07692307692308,33.25,33.11764705882353,18.818181818181817,27.75,44.30434782608695,6.0,4.0,1.0,38.08695652173913,88.44444444444444,13.796296296296296,51.53703703703704
257,98330,"2,5-Dihydroxy-1,4-dithiane",40018-26-6,C1C(SCC(S1)O)O,152.2,1/10,28.823529411764707,34.166666666666664,26.75,22.33333333333333,29.7,32.61538461538461,14.0,23.2,36.0,30.0,33.0,34.333333333333336,20.214285714285715,25.727272727272727,41.285714285714285,40.57692307692308,3.5,6.5,1.0,40.63636363636363,86.4,16.90909090909091,50.90909090909091
258,61325,"2,5-Dimethyl-4-methoxy-3(2H)-furanone",4077-47-8,CC1C(=O)C(=C(O1)C)OC,142.15,"1/1,000",48.75,25.33333333333333,21.666666666666668,14.0,1.0,24.2,21.272727272727277,28.0,37.84615384615385,30.58333333333333,24.55555555555556,27.77777777777778,38.142857142857146,54.77777777777778,21.7,12.333333333333334,16.571428571428573,28.2,9.0,32.0,74.75925925925925,25.96296296296296,45.44444444444444
258,61325,"2,5-Dimethyl-4-methoxy-3(2H)-furanone",4077-47-8,CC1C(=O)C(=C(O1)C)OC,142.15,"1/100,000",22.0,26.166666666666668,25.55555555555556,1.6666666666666667,18.4,16.0,15.375,22.6,29.94736842105263,23.75,24.181818181818183,26.928571428571427,23.38888888888889,15.727272727272728,19.181818181818183,23.0,26.666666666666668,22.33333333333333,19.0,26.764705882352946,56.26923076923077,28.173076923076923,44.13461538461539
259,61331,Guaiacyl phenylacetate,4112-89-4,COC1=CC=CC=C1OC(=O)CC2=CC=CC=C2,242.27,"1/1,000",6.0,1.0,24.5,6.333333333333333,13.0,1.0,23.153846153846157,20.88888888888889,33.714285714285715,16.8,23.0,11.75,34.86666666666667,23.77777777777778,26.76923076923077,22.666666666666668,27.5,27.75,18.615384615384617,39.04761904761905,60.81632653061224,37.224489795918366,45.142857142857146
259,61331,Guaiacyl phenylacetate,4112-89-4,COC1=CC=CC=C1OC(=O)CC2=CC=CC=C2,242.27,1/10,24.166666666666668,28.0,25.176470588235293,23.666666666666668,31.5,34.0,30.866666666666667,29.125,19.3,24.5,20.90909090909091,41.0,32.666666666666664,20.928571428571427,19.384615384615383,25.5,11.2,46.0,21.8,28.0,71.48148148148148,42.22222222222222,58.51851851851852
260,5365027,cis-2-Nonen-1-ol,41453-56-9,CCCCCCC=CCO,142.24,"1/1,000",35.625,25.666666666666668,24.0,33.5,19.5,7.5,16.6,13.0,29.692307692307693,21.454545454545453,30.0,42.4,19.11764705882353,23.33333333333333,32.111111111111114,17.166666666666668,11.11111111111111,42.142857142857146,27.666666666666668,36.57692307692308,77.9074074074074,34.74074074074074,46.333333333333336
260,5365027,cis-2-Nonen-1-ol,41453-56-9,CCCCCCC=CCO,142.24,"1/100,000",1.0,9.0,22.166666666666668,2.6666666666666665,20.5,18.33333333333333,14.857142857142858,19.0,13.88888888888889,27.9,19.7,27.5,22.466666666666665,33.77777777777778,26.5,8.714285714285714,20.4,24.0,16.0,31.0625,54.74468085106383,35.95744680851064,40.80851063829788
261,5352539,cis-3-Hexenyl isobutyrate,41519-23-7,CCC=CCCOC(=O)C(C)C,170.25,"1/1,000",31.0,11.0,39.35294117647059,39.0,32.5,7.333333333333333,29.818181818181817,21.166666666666668,29.33333333333333,23.428571428571427,24.75,26.375,13.6,19.0,24.0,17.625,8.0,28.41176470588235,33.0,36.46666666666667,73.29629629629629,47.07407407407408,55.388888888888886
261,5352539,cis-3-Hexenyl isobutyrate,41519-23-7,CCC=CCCOC(=O)C(C)C,170.25,"1/100,000",78.0,,22.0,8.0,23.0,38.333333333333336,19.857142857142858,19.666666666666668,31.625,7.125,24.0,19.0,21.875,16.5,22.83333333333333,16.5,22.6,24.6,99.0,22.4,30.03333333333333,40.833333333333336,40.1
262,637563,trans-Anethole,4180-23-8,CC=CC1=CC=C(C=C1)OC,148.2,"1/1,000",20.48148148148148,26.0,31.23076923076923,20.133333333333333,1.0,1.0,30.58823529411765,19.571428571428573,12.7,15.2,10.75,34.5,12.2,10.0,13.333333333333334,16.666666666666668,24.25,30.0,29.0,30.923076923076923,64.33333333333333,62.13725490196079,74.0
262,637563,trans-Anethole,4180-23-8,CC=CC1=CC=C(C=C1)OC,148.2,"1/100,000",6.666666666666667,1.5,23.53846153846154,24.0,,7.0,16.5,20.0,13.6,8.75,15.125,26.571428571428573,19.5,,25.666666666666668,10.25,21.33333333333333,48.5,27.8,34.714285714285715,30.75675675675676,51.32432432432432,40.02702702702703
263,61337,Allyl 2-furoate,4208-49-5,C=CCOC(=O)C1=CC=CO1,152.15,"1/1,000",15.75,2.0,23.428571428571427,38.2,24.0,16.285714285714285,20.714285714285715,33.0,26.923076923076923,26.33333333333333,21.53846153846154,20.88888888888889,27.53846153846154,4.75,19.727272727272727,20.285714285714285,19.875,7.2,8.333333333333334,43.875,60.60377358490566,31.867924528301888,40.86792452830189
263,61337,Allyl 2-furoate,4208-49-5,C=CCOC(=O)C1=CC=CO1,152.15,"1/100,000",37.75,1.0,17.714285714285715,,22.6,27.8,30.5625,19.285714285714285,16.0,15.0,14.75,26.714285714285715,14.3,12.75,6.5,21.666666666666668,16.166666666666668,12.714285714285714,21.0,20.25,27.0,41.766666666666666,39.9
264,444683,(S)-( + )-2-butanol,4221-99-2,CCC(C)O,74.12,"1/1,000",32.0,23.0,30.7,33.0,,19.0,5.0,25.6,14.285714285714286,28.33333333333333,6.333333333333333,26.142857142857142,24.22222222222222,24.666666666666668,23.5,16.5,21.6,29.5,24.666666666666668,31.444444444444443,16.4,50.16666666666666,33.13333333333333
264,444683,(S)-( + )-2-butanol,4221-99-2,CCC(C)O,74.12,"1/100,000",20.666666666666668,44.0,16.307692307692307,15.5,33.0,15.75,30.25,6.111111111111111,10.833333333333334,16.88888888888889,12.166666666666666,16.375,18.875,1.6666666666666667,18.0,5.5,8.333333333333334,38.5,11.25,21.8,24.65625,50.71875,40.90625
265,5367698,cis-3-Hexenyl phenylacetate,42436-07-7,CCC=CCCOC(=O)CC1=CC=CC=C1,218.29,"1/1,000",21.0,34.5,11.166666666666666,9.0,36.0,28.5,32.0,22.285714285714285,41.285714285714285,25.33333333333333,22.0,20.7,27.352941176470587,23.727272727272727,33.63636363636363,21.857142857142858,21.666666666666668,43.09090909090909,34.25,30.94117647058824,51.04255319148936,40.08510638297872,41.340425531914896
265,5367698,cis-3-Hexenyl phenylacetate,42436-07-7,CCC=CCCOC(=O)CC1=CC=CC=C1,218.29,"1/100,000",17.666666666666668,39.0,36.66666666666666,,41.0,41.5,40.0,23.0,42.42857142857143,17.5,24.5,22.5,27.714285714285715,12.0,22.666666666666668,2.0,38.66666666666666,25.25,28.5,23.8,14.45,52.25,37.5
266,650,"2,3-butanedione",431-03-8,CC(=O)C(=O)C,86.09,"1/1,000",36.5,34.0,33.5,37.0,1.0,20.714285714285715,29.2,32.44444444444444,29.96153846153846,37.09090909090909,28.058823529411764,38.75,24.176470588235293,19.666666666666668,9.210526315789474,19.857142857142858,20.666666666666668,30.75,4.5,30.55555555555556,81.74074074074075,24.46296296296296,49.2962962962963
266,650,"2,3-butanedione",431-03-8,CC(=O)C(=O)C,86.09,"1/100,000",33.22222222222222,28.2,6.0,1.0,33.5,23.0,35.5,17.25,27.0,25.3,18.416666666666668,56.4,34.0,30.63636363636364,13.916666666666666,12.0,22.33333333333333,23.22222222222222,15.0,23.4375,55.83673469387755,35.87755102040816,49.95918367346939
267,6429333,2-Phenyl-2-butenal,4411-89-6,CC=C(C=O)C1=CC=CC=C1,146.19,"1/10,000,000",55.5,12.666666666666666,24.25,18.0,,19.666666666666668,18.75,6.666666666666667,37.333333333333336,6.0,,7.0,16.166666666666668,15.0,33.5,1.0,3.333333333333333,5.0,11.5,43.0,20.142857142857142,57.47619047619048,34.523809523809526
267,6429333,2-Phenyl-2-butenal,4411-89-6,CC=C(C=O)C1=CC=CC=C1,146.19,"1/100,000",61.5,42.0,32.833333333333336,1.0,43.0,46.5,24.75,8.428571428571429,48.27272727272727,9.0,24.0,18.666666666666668,40.9,17.166666666666668,16.6,18.666666666666668,28.0,39.75,26.25,14.0,19.77142857142857,36.62857142857143,30.857142857142858
268,159055,D-Camphor,464-49-3,CC1(C2CCC1(C(=O)C2)C)C,152.23,"1/1,000",24.25,6.0,31.75,4.0,8.0,7.0,35.0,24.25,22.0,19.166666666666668,19.58823529411765,30.3,15.833333333333334,5.0,16.666666666666668,15.0,17.0,35.333333333333336,46.0,38.193548387096776,63.78431372549019,52.333333333333336,68.47058823529412
268,159055,D-Camphor,464-49-3,CC1(C2CCC1(C(=O)C2)C)C,152.23,1/10,45.833333333333336,1.5,18.55555555555556,27.0,26.5,39.333333333333336,41.54545454545455,32.27777777777778,22.0,14.75,34.625,38.90909090909091,31.33333333333333,1.0,41.91666666666666,12.0,3.6666666666666665,34.0,15.5,39.282051282051285,89.76363636363637,52.14545454545455,80.98181818181818
269,2758,"1,8-cineole",470-82-6,CC1(C2CCC(O1)(CC2)C)C,154.25,"1/1,000",26.307692307692307,24.0,31.625,15.125,1.0,13.0,16.625,35.8,26.83333333333333,18.5,22.4,29.4,16.11111111111111,19.33333333333333,30.428571428571427,31.666666666666668,1.0,19.142857142857142,40.69230769230769,35.516129032258064,70.13207547169812,62.528301886792455,69.66037735849056
269,2758,"1,8-cineole",470-82-6,CC1(C2CCC(O1)(CC2)C)C,154.25,"1/100,000",36.13333333333333,50.4,30.857142857142858,22.166666666666668,,3.333333333333333,38.15384615384615,22.666666666666668,62.0,8.5,18.33333333333333,21.8,17.25,,34.0,73.0,13.0,46.333333333333336,37.22222222222222,32.857142857142854,45.53658536585366,61.48780487804878,53.51219512195122
270,521238,3-Octyl Acetate,4864-61-3,CCCCCC(CC)OC(=O)C,172.26,"1/1,000",36.6,33.666666666666664,34.714285714285715,33.09090909090909,8.0,13.333333333333334,27.0,18.22222222222222,21.571428571428573,15.0,14.333333333333334,24.0,16.625,17.5,11.6,19.666666666666668,21.33333333333333,29.6,27.23076923076923,37.55555555555556,39.73170731707317,58.97560975609756,48.8780487804878
270,521238,3-Octyl Acetate,4864-61-3,CCCCCC(CC)OC(=O)C,172.26,1/10,19.33333333333333,27.0,32.74074074074074,33.23529411764706,17.0,21.0,29.133333333333333,24.5,31.357142857142858,37.0,41.05,37.09090909090909,26.727272727272727,35.166666666666664,31.08333333333333,21.0,22.714285714285715,22.77777777777778,45.5,31.14814814814815,83.69090909090909,44.92727272727273,51.6
271,10285,4-Methylquinoline,491-35-0,CC1=CC=NC2=CC=CC=C12,143.18,"1/10,000,000",48.0,26.0,25.0,27.0,2.0,55.0,40.0,30.0,45.25,6.0,9.0,14.333333333333334,25.0,14.25,2.0,5.0,12.8,16.0,6.0,20.33333333333333,20.80952380952381,49.47619047619048,34.76190476190476
271,10285,4-Methylquinoline,491-35-0,CC1=CC=NC2=CC=CC=C12,143.18,"1/100,000",,,15.0,,2.0,,10.0,25.5,26.83333333333333,21.1,17.75,30.0,34.75,16.0,16.333333333333332,30.5,44.5,14.75,6.0,28.8,38.73529411764706,40.47058823529412,33.11764705882353
272,21057,1-Hepten-3-ol,4938-52-7,CCCCC(C=C)O,114.19,"1/1,000",16.0,1.0,31.75,23.857142857142858,12.4,10.77777777777778,23.88888888888889,24.285714285714285,38.89473684210526,31.41176470588235,21.294117647058822,13.0,21.615384615384617,25.363636363636363,22.0,21.0,24.4,29.2,9.0,34.29032258064516,83.16666666666667,24.27777777777778,41.0
272,21057,1-Hepten-3-ol,4938-52-7,CCCCC(C=C)O,114.19,"1/100,000",26.571428571428573,1.0,19.63636363636364,19.166666666666668,10.571428571428571,13.571428571428571,28.4,13.75,17.642857142857142,9.125,27.454545454545453,21.88888888888889,24.2,5.857142857142857,14.875,6.285714285714286,20.5,20.08333333333333,27.0,31.916666666666668,53.708333333333336,37.29166666666666,44.395833333333336
273,2214,Acetovanillone,498-02-2,CC(=O)C1=CC(=C(C=C1)O)OC,166.17,"1/1,000",32.5,15.333333333333334,39.41666666666666,45.0,19.0,40.5,24.4,3.0,39.142857142857146,18.5,8.0,37.142857142857146,13.285714285714286,13.2,29.25,18.0,44.0,1.0,35.8,22.0,35.03448275862069,55.13793103448276,41.03448275862069
273,2214,Acetovanillone,498-02-2,CC(=O)C1=CC(=C(C=C1)O)OC,166.17,1/10,32.0,44.333333333333336,17.066666666666666,28.166666666666668,12.0,21.83333333333333,33.8235294117647,38.4,22.615384615384617,22.53333333333333,20.77777777777778,28.307692307692307,33.916666666666664,9.25,23.2,18.0,26.0,10.8,34.5,33.0,63.9811320754717,45.71698113207548,47.56603773584906
274,10364,Carvacrol,499-75-2,CC1=C(C=C(C=C1)C(C)C)O,150.22,"1/1,000",29.928571428571427,48.66666666666666,20.142857142857142,1.0,4.5,13.5,39.75,32.166666666666664,12.4,20.714285714285715,29.181818181818183,27.08333333333333,32.0,44.333333333333336,17.25,3.0,14.22222222222222,12.857142857142858,29.6,25.0,74.14545454545454,48.03636363636364,62.72727272727273
274,10364,Carvacrol,499-75-2,CC1=C(C=C(C=C1)C(C)C)O,150.22,"1/100,000",36.142857142857146,25.8,9.8,2.0,2.0,50.333333333333336,32.53846153846154,1.0,45.5,34.142857142857146,18.33333333333333,30.4,30.0,1.0,21.0,16.0,21.4,25.83333333333333,40.66666666666666,37.81818181818182,50.38636363636363,53.22727272727273,58.77272727272727
275,10400,Cycloheptanone,502-42-1,C1CCCC(=O)CC1,112.17,"1/1,000",15.0,2.0,21.266666666666666,16.875,12.0,10.333333333333334,24.857142857142858,27.692307692307693,20.625,22.444444444444443,23.5,21.0,15.0,2.5,22.58823529411765,27.0,11.5,7.333333333333333,30.0,49.72727272727273,68.96078431372548,40.8235294117647,52.66666666666666
275,10400,Cycloheptanone,502-42-1,C1CCCC(=O)CC1,112.17,"1/100,000",18.0,1.0,24.2,3.333333333333333,43.0,25.0,12.25,36.833333333333336,13.333333333333334,19.666666666666668,23.0,12.0,17.0,12.333333333333334,28.5,54.0,25.8,32.8,12.6,27.63636363636364,26.44,55.0,35.84
276,10430,isovaleric acid,503-74-2,CC(C)CC(=O)O,102.13,"1/10,000,000",5.0,18.33333333333333,30.0,,28.125,20.285714285714285,20.5,4.5,33.21739130434783,19.0,17.285714285714285,15.625,25.23809523809524,25.23809523809524,19.285714285714285,28.166666666666668,30.666666666666668,8.0,62.0,26.785714285714285,58.5,20.695652173913043,48.0
276,10430,isovaleric acid,503-74-2,CC(C)CC(=O)O,102.13,"1/100,000",9.25,1.0,7.6,4.5,14.6,18.714285714285715,20.0,16.75,35.793103448275865,30.0,27.0,14.4,35.69230769230769,25.142857142857142,30.5,34.73913043478261,3.5,37.5,1.0,21.7,81.96296296296296,12.925925925925926,54.25925925925926
277,10448,3-(methylthio)-1-propanol,505-10-2,CSCCCO,106.19,"1/10,000,000",27.9,12.666666666666666,,9.0,30.0,27.0,28.526315789473685,4.0,31.31578947368421,37.0,21.714285714285715,27.857142857142858,26.0,27.142857142857142,47.75,37.71428571428572,9.5,27.5,,46.0,66.28571428571429,24.755102040816325,43.24489795918368
277,10448,3-(methylthio)-1-propanol,505-10-2,CSCCCO,106.19,"1/100,000",23.0625,18.25,7.5,27.0,18.53846153846154,34.172413793103445,33.35294117647059,6.8,33.294117647058826,34.27272727272727,32.30769230769231,20.90909090909091,25.8125,32.888888888888886,30.857142857142858,32.42857142857143,11.5,2.0,3.6666666666666665,36.73333333333333,82.21818181818182,22.89090909090909,53.72727272727273
278,62351,3-(Methylthio)propyl isothiocyanate,505-79-3,CSCCCN=C=S,147.3,"1/1,000",22.133333333333333,12.666666666666666,17.428571428571427,12.6,20.6,22.526315789473685,23.142857142857142,13.4,31.75,14.625,17.933333333333334,21.916666666666668,21.571428571428573,20.666666666666668,26.857142857142858,17.210526315789473,23.0,31.0,33.0,19.307692307692307,82.68518518518519,25.185185185185187,49.66666666666666
278,62351,3-(Methylthio)propyl isothiocyanate,505-79-3,CSCCCN=C=S,147.3,"1/100,000",25.166666666666668,48.5,23.166666666666668,35.75,19.666666666666668,25.272727272727277,36.54545454545455,9.8,43.26315789473684,23.0,20.75,20.22222222222222,28.384615384615383,12.11111111111111,48.71428571428572,25.428571428571427,18.75,35.6,8.5,27.25,62.48,34.26,47.62
279,5779,D-(-)-Ribose,50-69-1,C(C1C(C(C(O1)O)O)O)O,150.13,"1/1,000",36.5,24.875,35.6875,22.166666666666668,1.0,22.0,17.875,2.0,32.6,26.6,26.8,23.75,23.875,15.333333333333334,40.0,12.75,16.2,28.33333333333333,25.666666666666668,20.75,38.97368421052632,48.39473684210526,48.94736842105263
279,5779,D-(-)-Ribose,50-69-1,C(C1C(C(C(O1)O)O)O)O,150.13,1/10,28.40625,30.09523809523809,28.146341463414632,12.272727272727272,6.0,22.83333333333333,31.9,35.142857142857146,24.9,23.133333333333333,18.375,32.5,17.666666666666668,10.0,26.33333333333333,36.333333333333336,15.2,15.0,29.77777777777778,29.272727272727277,75.94444444444444,68.64814814814815,65.9074074074074
280,5780,D-Sorbitol,50-70-4,C(C(C(C(C(CO)O)O)O)O)O,182.17,"1/1,000",21.83333333333333,10.4,2.5,,29.666666666666668,31.5,19.666666666666668,33.333333333333336,48.833333333333336,35.57142857142857,15.0,35.0,26.6,38.5,14.333333333333334,30.75,22.25,33.0,25.0,29.6,39.03225806451613,44.96774193548387,44.61290322580645
280,5780,D-Sorbitol,50-70-4,C(C(C(C(C(CO)O)O)O)O)O,182.17,1/10,37.083333333333336,20.33333333333333,17.333333333333332,24.0,31.25,30.4375,19.4,16.0,27.46153846153846,49.04347826086956,23.0,31.8,31.75,38.6,17.583333333333332,33.63157894736842,19.571428571428573,28.0,25.8,19.33333333333333,73.41509433962264,29.81132075471698,55.11320754716981
281,262,butanediol,513-85-9,CC(C(C)O)O,90.12,"1/1,000",38.5625,34.583333333333336,28.68421052631579,32.2,7.0,30.75,8.333333333333334,18.25,34.083333333333336,21.5,22.0,35.7,34.77777777777778,31.666666666666668,20.33333333333333,47.16666666666666,1.0,1.0,6.333333333333333,22.0,51.56410256410256,53.46153846153846,46.87179487179487
281,262,butanediol,513-85-9,CC(C(C)O)O,90.12,"1/100,000",34.5,7.0,23.818181818181817,1.0,1.0,25.0,8.25,22.75,28.5,1.0,16.666666666666668,6.5,19.875,13.25,11.75,4.0,11.666666666666666,21.8,22.0,25.3,19.666666666666668,52.7,39.93333333333333
282,1551246,"3,7-Dimethyl-2,6-octadienenitrile",5146-66-7,CC(=CCCC(=CC#N)C)C,149.23,"1/1,000",37.285714285714285,2.333333333333333,36.73076923076923,23.526315789473685,1.0,1.0,31.857142857142858,31.5,20.72222222222222,5.6,38.75,24.75,10.2,1.0,31.142857142857142,10.0,16.25,15.25,26.46153846153846,35.25714285714286,75.05454545454545,64.52727272727273,67.14545454545454
282,1551246,"3,7-Dimethyl-2,6-octadienenitrile",5146-66-7,CC(=CCCC(=CC#N)C)C,149.23,"1/100,000",21.0,25.0,28.096774193548388,23.785714285714285,1.0,38.5,25.875,21.33333333333333,14.6,4.0,41.8,27.571428571428573,10.4,8.5,38.8,5.0,10.0,32.285714285714285,26.066666666666663,33.19047619047619,46.22916666666666,60.333333333333336,48.35416666666666
283,5610,Tyramine,51-67-2,C1=CC(=CC=C1CCN)O,137.18,"1/1,000",56.0,23.5,21.8,,,2.0,13.5,27.5,20.33333333333333,35.25,4.0,14.0,43.66666666666666,5.0,,,54.0,31.33333333333333,39.333333333333336,6.5,20.428571428571427,58.0,35.357142857142854
283,5610,Tyramine,51-67-2,C1=CC(=CC=C1CCN)O,137.18,1/10,30.5,15.0,17.875,5.0,,,26.5,12.5,33.42857142857143,44.27272727272727,27.0,28.714285714285715,18.428571428571427,44.75,12.9,25.5,47.0,,21.25,46.35294117647059,53.17391304347826,34.65217391304348,51.0
284,78925,2-(Methylthio)ethanol,5271-38-5,CSCCO,92.16,"1/1,000",29.33333333333333,34.6,21.8,1.0,35.2,39.93333333333333,37.68421052631579,36.25,40.05555555555556,27.857142857142858,31.75,27.88888888888889,31.285714285714285,34.6,30.5,30.125,7.0,14.333333333333334,16.333333333333332,24.0,77.66666666666667,34.129629629629626,53.7962962962963
284,78925,2-(Methylthio)ethanol,5271-38-5,CSCCO,92.16,"1/100,000",49.66666666666666,15.0,7.25,1.0,5.666666666666667,35.75,12.833333333333334,24.0,41.833333333333336,20.0,22.666666666666668,21.75,13.375,10.8,15.6,35.666666666666664,16.0,13.2,29.33333333333333,27.666666666666668,32.28,39.96,37.44
285,5862,L-Cysteine,52-90-4,C(C(C(=O)O)N)S,121.16,"1/1,000",18.0,12.5,44.66666666666666,,20.0,23.142857142857142,11.2,25.75,42.2,9.25,19.428571428571427,24.0,24.125,24.0,28.0,19.0,51.5,26.25,16.0,33.0,33.375,39.0,33.75
285,5862,L-Cysteine,52-90-4,C(C(C(=O)O)N)S,121.16,1/10,8.666666666666666,2.5,53.0,,27.6,29.571428571428573,36.6,,34.875,36.38461538461539,31.90909090909091,44.5,31.53333333333333,27.88888888888889,42.07692307692308,42.5,1.0,69.0,1.0,28.272727272727277,71.74,12.8,46.22
286,10722,o-Tolualdehyde,529-20-4,CC1=CC=CC=C1C=O,120.15,"1/1,000",30.058823529411764,37.55555555555556,44.74285714285714,37.9375,13.0,12.0,25.625,16.2,18.8,18.666666666666668,27.363636363636363,26.5,25.33333333333333,13.2,24.33333333333333,16.4,14.5,20.4,18.666666666666668,34.214285714285715,78.0909090909091,52.654545454545456,58.90909090909091
286,10722,o-Tolualdehyde,529-20-4,CC1=CC=CC=C1C=O,120.15,"1/100,000",26.3,12.666666666666666,27.0,24.90909090909091,1.5,40.0,16.11111111111111,19.22222222222222,31.428571428571427,21.33333333333333,20.5,20.666666666666668,25.166666666666668,25.75,33.0,1.0,32.5,6.0,7.125,26.526315789473685,37.19512195121951,60.21951219512195,49.073170731707314
287,21363,Cyclohexaneacetic acid,5292-21-7,C1CCC(CC1)CC(=O)O,142.2,"1/1,000",31.666666666666668,24.6,34.5,10.0,22.33333333333333,35.0,35.2,39.333333333333336,34.833333333333336,23.6,27.08333333333333,24.0,34.4,31.40909090909091,15.352941176470589,27.55555555555556,19.166666666666668,6.0,17.75,30.142857142857142,69.92307692307692,28.78846153846154,46.90384615384615
287,21363,Cyclohexaneacetic acid,5292-21-7,C1CCC(CC1)CC(=O)O,142.2,"1/100,000",26.0,46.5,21.6,6.5,24.5,52.0,39.0,27.5,43.8,40.0,24.33333333333333,13.75,36.3,50.6,28.428571428571427,15.0,13.0,18.5,32.333333333333336,27.3,29.366666666666667,37.6,32.833333333333336
288,10748,7-Methoxycoumarin,531-59-9,COC1=CC2=C(C=C1)C=CC(=O)O2,176.17,"1/1,000",26.666666666666668,25.77777777777778,32.4,24.3,22.33333333333333,6.75,11.8,2.0,13.5,12.4,27.75,26.727272727272727,25.0625,13.4,24.571428571428573,28.0,16.25,27.714285714285715,32.666666666666664,28.375,42.294117647058826,59.27450980392157,47.1764705882353
288,10748,7-Methoxycoumarin,531-59-9,COC1=CC2=C(C=C1)C=CC(=O)O2,176.17,1/10,30.36842105263158,40.0,29.86842105263158,20.692307692307693,9.0,5.0,25.63636363636364,21.714285714285715,19.83333333333333,22.666666666666668,28.83333333333333,33.84615384615385,33.75,7.0,4.0,26.666666666666668,15.2,1.0,34.63157894736842,25.444444444444443,62.01851851851852,62.01851851851852,52.03703703703704
289,10797,2-Methylfuran,534-22-5,CC1=CC=CO1,82.1,"1/10,000,000",47.4,31.33333333333333,29.4,,13.666666666666666,31.166666666666668,21.75,6.0,37.375,41.85714285714285,12.75,29.0,22.77777777777778,18.75,5.666666666666667,43.2,44.25,31.5,13.0,32.833333333333336,28.91176470588235,39.44117647058823,38.5
289,10797,2-Methylfuran,534-22-5,CC1=CC=CO1,82.1,"1/100,000",24.166666666666668,35.4,35.0,17.0,91.0,85.0,5.666666666666667,24.4,11.833333333333334,3.0,,35.333333333333336,24.5,20.8,16.333333333333332,13.0,17.5,30.5,47.0,34.4,25.11111111111111,52.55555555555556,36.92592592592592
290,325,4-Isopropylbenzyl alcohol,536-60-7,CC(C)C1=CC=C(C=C1)CO,150.22,"1/1,000",15.25,,16.75,58.0,22.0,30.5,9.375,23.25,16.833333333333332,16.5,14.77777777777778,28.4,15.6,12.875,35.0,11.5,33.666666666666664,14.666666666666666,30.33333333333333,35.72727272727273,31.93548387096774,40.354838709677416,33.064516129032256
290,325,4-Isopropylbenzyl alcohol,536-60-7,CC(C)C1=CC=C(C=C1)CO,150.22,1/10,36.25,27.75,21.4,1.0,24.444444444444443,11.166666666666666,39.0,28.714285714285715,29.9,23.46153846153846,34.0,24.444444444444443,27.933333333333334,23.916666666666668,24.0625,29.63636363636364,21.33333333333333,24.571428571428573,11.8,32.22222222222222,71.61224489795919,31.836734693877556,46.36734693877551
291,10882,Ethyl Valerate,539-82-2,CCCCC(=O)OCC,130.18,"1/1,000",30.483870967741936,27.55555555555556,40.770833333333336,37.51428571428571,1.0,1.0,26.0,32.166666666666664,32.09090909090909,11.666666666666666,10.428571428571429,26.0,4.0,1.0,1.0,16.5,12.333333333333334,16.333333333333332,36.333333333333336,28.33333333333333,75.20370370370371,71.42592592592592,67.11111111111111
291,10882,Ethyl Valerate,539-82-2,CCCCC(=O)OCC,130.18,"1/100,000",37.52,31.166666666666668,35.733333333333334,32.25806451612903,1.0,1.0,19.5,11.571428571428571,16.363636363636363,6.0,17.285714285714285,22.8,3.5,1.0,23.0,12.333333333333334,19.33333333333333,22.0,40.6,33.1,50.61538461538461,73.63461538461539,58.86538461538461
292,10886,Amyl hexanoate,540-07-8,CCCCCC(=O)OCCCCC,186.29,"1/1,000",46.66666666666666,51.0,40.22222222222222,11.833333333333334,23.0,12.0,37.6,28.0,26.6,28.2,22.9,17.8,35.0,33.0,36.0,23.5,17.25,34.5,63.0,28.75,28.76,53.84,38.08
